Last_Name,First_Name,Date_of_Survey,Age,NPS_Scale,NPS_With_Decimal
Phillips,Nicholas,4/28/2020,96,10,10
Gibson,September,3/5/2021,100,8,8.2
Howard,Darcy,11/9/2021,95,9,9.6
Montgomery,Byron,1/14/2021,84,9,9.2
Cunningham,Dainton,11/6/2020,80,9,9.4
Harris,Chester,4/8/2020,93,8,8.7
Thomas,Myra,3/23/2020,84,8,8.1
Ross,Luke,4/8/2021,85,9,9.5
Thomas,Anna,5/29/2022,94,9,9.4
Wells,Rubie,6/29/2022,82,9,9.2
Cameron,Vincent,2/8/2020,84,9,9.3
Barnes,Lana,3/1/2020,83,9,9.7
Barnes,Kelvin,5/11/2021,100,9,9.3
Davis,Kate,6/2/2021,91,9,9.4
Grant,Miller,5/17/2022,100,10,10
Tucker,Dexter,11/22/2021,81,8,8.3
Elliott,Annabella,9/2/2022,87,9,9.2
Kelley,Dexter,5/9/2021,84,8,8.9
Anderson,Rosie,7/1/2022,97,9,9.4
Riley,James,5/2/2021,84,8,8
Johnson,Lucy,12/20/2019,81,8,8.6
Owens,Adrianna,8/31/2021,91,9,9.1
Cameron,Jacob,12/29/2021,96,9,9.3
Walker,Chester,8/16/2020,85,9,9.6
Tucker,Tara,7/26/2020,80,10,10
Thomas,George,6/9/2020,98,9,9.1
Hall,Evelyn,12/31/2019,90,9,9.3
Andrews,Ted,1/18/2021,97,8,8.1
Perry,Andrew,11/29/2021,90,9,9.8
Richardson,Sam,11/9/2019,95,10,10
Wells,Victoria,6/12/2020,86,9,9
Brooks,Rebecca,12/30/2021,80,10,10
Farrell,Vanessa,4/14/2021,96,6,6.9
Reed,Blake,12/18/2019,85,7,7.4
Tucker,Victoria,6/1/2020,100,9,9.6
Morris,Steven,1/14/2022,90,9,9.9
Bailey,Briony,8/21/2021,92,7,7.8
Hill,Daisy,9/28/2021,100,8,8.2
Ellis,Alford,3/3/2020,89,9,9.6
Hawkins,Adison,3/9/2021,94,9,9.9
Howard,Sawyer,10/23/2020,97,8,8.8
Craig,Jessica,5/13/2020,80,9,9
Kelly,Melissa,6/15/2020,97,9,9.9
Lloyd,Freddie,5/30/2021,88,9,9.9
Parker,Camila,9/21/2022,81,10,10
Cameron,Kelvin,9/13/2020,88,9,9.8
Casey,Paul,5/4/2022,83,9,9.3
Douglas,Maria,1/6/2020,82,7,7.5
Ferguson,Andrew,7/26/2020,94,9,9.1
Harris,Samantha,9/26/2022,95,9,9.9
Holmes,Maximilian,6/5/2020,83,9,9.7
Turner,Sophia,1/22/2020,92,9,9.4
Casey,Isabella,5/28/2021,86,8,8.8
Campbell,Alisa,1/4/2022,88,9,9.8
Payne,Daisy,2/4/2022,98,9,9.8
Hamilton,Julia,8/20/2020,87,9,9.7
Ferguson,Stella,12/5/2020,93,9,9.1
Edwards,Abigail,3/9/2020,94,8,8.8
West,Kelsey,3/3/2020,97,8,8.8
Baker,Jessica,8/12/2022,95,9,9.1
Fowler,Thomas,9/6/2021,99,9,9.7
Tucker,Adrianna,12/27/2020,94,9,9.2
Moore,Lydia,8/9/2020,91,8,8.2
Carter,Nicole,8/12/2020,88,10,10
Walker,Antony,6/28/2022,86,9,9.6
Andrews,Edwin,11/12/2020,90,10,10
Hawkins,Steven,2/10/2020,82,9,9
Holmes,Oliver,5/11/2021,82,9,9.8
Wright,Melissa,2/19/2022,97,0,0.9
Morris,Michelle,5/5/2021,83,8,8.4
Harrison,William,4/29/2021,95,8,8.2
Sullivan,Lydia,3/7/2022,99,9,9.7
Nelson,Fenton,12/3/2020,81,0,0.8
Gray,Julia,4/22/2021,86,9,9.1
Ryan,Elian,1/18/2020,80,10,10
Andrews,John,6/25/2022,81,9,9.6
Nelson,Kellan,7/28/2020,90,10,10
Perkins,Samantha,1/28/2020,83,9,9.2
Barrett,Lenny,5/6/2022,87,0,0.6
Dixon,Joyce,4/30/2022,89,8,8.5
Ryan,Caroline,12/18/2019,88,8,8.1
Grant,Samantha,12/16/2021,99,9,9.4
Wilson,Dexter,9/7/2020,82,10,10
Perkins,Tyler,11/12/2021,86,9,9.2
Brown,Nicholas,12/7/2021,84,9,9
Carter,Edith,7/5/2020,90,0,0.4
Cunningham,Deanna,6/15/2020,81,8,8.3
Dixon,Natalie,5/30/2021,80,8,8.2
Gray,Justin,7/15/2020,92,8,8.2
Adams,Amy,7/17/2022,80,9,9.7
Henderson,Chelsea,11/20/2021,96,9,9.1
Ellis,Rafael,6/12/2022,83,9,9.4
Hill,Jared,1/1/2021,84,9,9.1
Carter,Ashton,8/25/2021,96,9,9.9
Ferguson,Audrey,11/7/2019,89,9,9.7
Wright,Clark,4/22/2021,85,8,8.8
Sullivan,Mike,11/3/2020,91,8,8.7
Barnes,Edwin,6/12/2020,99,10,10
Hamilton,Kelvin,3/19/2021,85,9,9.7
Kelly,Oliver,3/18/2022,95,9,9.3
Stevens,Stella,12/6/2019,89,9,9.3
Campbell,Chloe,8/5/2020,100,8,8.4
Ferguson,Camila,7/24/2021,81,8,8.6
Craig,Camila,1/20/2020,87,9,9.9
Ross,Caroline,11/22/2021,99,8,8.1
Mason,Sabrina,5/30/2021,81,9,9.1
Ross,Kimberly,12/6/2019,97,8,8.5
Davis,Miley,7/3/2022,80,9,9.7
Howard,Walter,5/27/2021,95,9,9.4
Foster,Naomi,7/31/2021,85,10,10
Jones,Alexander,3/24/2020,82,0,0
Walker,Kirsten,4/19/2022,83,8,8.7
Allen,Jessica,3/25/2022,96,7,7.3
Cameron,Eric,11/26/2019,86,9,9.8
Alexander,Julian,12/22/2020,81,9,9.7
Farrell,Belinda,4/7/2022,82,9,9.2
Walker,George,12/7/2020,86,9,9.5
Farrell,Emma,7/15/2022,82,8,8.1
Fowler,David,10/22/2020,90,9,9.4
Kelley,Reid,5/3/2021,92,10,10
Robinson,Rosie,2/13/2021,81,10,10
Campbell,Kate,4/30/2021,93,10,10
Tucker,Kellan,10/2/2021,87,9,9.9
Foster,Tony,1/25/2020,98,9,9.8
Walker,Arianna,5/28/2022,87,8,8.1
Casey,Brad,1/3/2021,95,10,10
Robinson,Brianna,6/11/2021,81,9,9.5
Harrison,Sam,3/29/2020,99,9,9.3
Wright,Samantha,4/7/2021,84,9,9.8
Robinson,Melanie,1/29/2021,94,10,10
Barrett,Charlotte,9/26/2022,96,10,10
Cunningham,Elian,4/17/2020,90,9,9.5
Phillips,Arnold,12/19/2019,96,0,0.6
Miller,Chester,7/12/2020,85,8,8.1
Taylor,Camila,5/25/2020,99,9,9.2
Tucker,Adele,2/19/2020,95,9,9.4
Morris,Vincent,8/6/2022,100,8,8.9
Richards,Rosie,11/10/2019,99,9,9.6
Harris,Wilson,2/15/2021,83,10,10
Clark,Sofia,1/8/2020,90,10,10
Wells,Patrick,7/27/2021,99,9,9.9
Foster,Walter,4/29/2022,100,10,10
Evans,Patrick,1/19/2021,85,9,9.6
Morgan,Wilson,3/15/2021,93,9,9.5
Carroll,Abraham,1/15/2020,82,9,9.2
Barrett,Florrie,12/23/2020,89,6,6.9
Harris,Lydia,10/29/2020,99,0,0.3
Cameron,Victor,2/16/2021,85,9,9.1
Brooks,Frederick,9/16/2020,81,9,9.4
Kelley,Daryl,12/15/2019,89,9,9.4
Grant,Savana,4/11/2021,85,9,9.4
Gray,Natalie,6/13/2021,93,8,8.1
Montgomery,Elian,9/29/2021,81,7,7.5
Wright,Alexander,5/27/2020,92,9,9.3
Crawford,Savana,8/26/2020,88,10,10
Phillips,Joyce,5/13/2022,82,9,9.1
Ferguson,Owen,5/4/2022,96,8,8.1
Ryan,October,3/15/2021,81,8,8.6
Anderson,Kirsten,1/15/2021,99,8,8.9
Sullivan,Chelsea,4/11/2022,97,9,9.1
Thomas,Brianna,3/28/2020,85,10,10
Johnston,Ted,6/12/2021,86,10,10
Moore,Henry,3/25/2022,91,8,8.2
Watson,Lily,8/23/2022,87,7,7.4
Warren,Kellan,3/9/2022,81,9,9.9
Hall,Ned,12/5/2019,93,9,9.6
Miller,Wilson,6/26/2021,82,9,9.6
Armstrong,Michael,7/11/2021,99,8,8.1
Phillips,Ryan,2/20/2022,98,8,8.7
Mitchell,Sienna,1/11/2022,88,7,7.1
Taylor,Daryl,12/31/2020,95,9,9.9
Wright,Ashton,1/21/2021,84,9,9.3
Scott,Carlos,9/4/2020,100,9,9.4
Evans,Lucia,6/1/2022,94,10,10
Mason,Fenton,7/3/2021,99,9,9.1
Jones,Nicholas,1/13/2022,84,9,9.2
Allen,Mary,9/10/2020,86,10,10
Farrell,Justin,7/9/2022,95,8,8.9
Murray,Aida,5/4/2020,93,9,9.6
Morrison,Amanda,1/7/2020,96,9,9.9
Nelson,Frederick,10/13/2021,88,9,9.8
Spencer,Emma,5/24/2020,83,9,9.2
Douglas,Rafael,8/9/2021,89,9,9.6
Lloyd,Amanda,4/7/2020,95,8,8.1
Ferguson,Abraham,2/22/2021,88,0,0.1
Cooper,Hailey,1/17/2021,92,9,9.4
West,Abraham,12/6/2021,98,9,9.5
Chapman,Ada,5/13/2021,90,9,9
Carter,Daryl,7/12/2020,83,9,9.7
Hunt,Elian,6/25/2022,84,9,9
Murray,Amy,2/19/2022,86,9,9.3
Watson,Roman,2/3/2022,81,9,9.2
Johnson,Belinda,3/8/2022,88,9,9.9
Morgan,Tyler,5/16/2022,91,10,10
Thompson,Tara,3/16/2022,86,8,8.7
Gray,Kristian,6/17/2020,100,8,8.8
Taylor,Melanie,8/3/2021,81,8,8.9
West,October,2/22/2020,85,9,9
Douglas,Alexia,3/14/2021,86,9,9.2
Hawkins,Ashton,7/9/2022,89,9,9.8
Phillips,Nicholas,2/11/2021,92,9,9.1
Gibson,October,12/10/2019,97,9,9.2
Howard,Darcy,1/14/2022,80,9,9.9
Montgomery,Byron,8/22/2021,87,9,9.5
Cunningham,Dainton,2/7/2021,86,9,9.8
Harris,Chester,12/9/2021,81,8,8.2
Thomas,Myra,4/25/2021,94,9,9
Ross,Luke,3/28/2021,97,9,9.7
Thomas,Anna,7/12/2020,96,9,9.2
Wells,Rubie,6/14/2022,86,9,9.9
Cameron,Vincent,7/26/2022,89,8,8.9
Barnes,Lana,3/10/2020,92,8,8.8
Barnes,Kelvin,11/11/2021,86,9,9.2
Davis,Kate,10/19/2021,93,10,10
Grant,Miller,5/13/2022,93,9,9.5
Tucker,Dexter,1/16/2021,99,9,9
Elliott,Annabella,10/21/2020,85,10,10
Kelley,Dexter,10/6/2021,87,10,10
Anderson,Rosie,7/21/2021,97,8,8.9
Riley,James,5/24/2022,91,9,9.4
Johnson,Lucy,4/28/2021,97,9,9.4
Owens,Adrianna,1/1/2022,80,10,10
Cameron,Jacob,2/3/2020,88,7,7.8
Walker,Chester,2/16/2021,90,7,7.9
Tucker,Tara,7/21/2021,81,9,9.3
Thomas,George,9/14/2021,87,9,9.9
Hall,Evelyn,8/26/2022,90,9,9
Andrews,Ted,2/5/2021,85,10,10
Perry,Andrew,9/16/2020,91,9,9.2
Richardson,Sam,12/3/2021,98,9,9.3
Wells,Victoria,5/9/2021,81,9,9
Brooks,Rebecca,11/30/2020,91,9,9.7
Farrell,Vanessa,8/29/2020,98,8,8.7
Reed,Blake,3/9/2020,91,9,9.4
Tucker,Victoria,11/25/2020,90,8,8.5
Morris,Steven,3/28/2020,87,9,9.5
Bailey,Briony,5/19/2022,85,9,9.1
Hill,Daisy,8/4/2021,81,10,10
Ellis,Alford,10/27/2020,88,10,10
Hawkins,Adison,8/16/2021,85,10,10
Howard,Sawyer,12/16/2020,92,9,9.4
Craig,Jessica,10/30/2021,82,9,9.2
Kelly,Melissa,1/9/2022,82,10,10
Lloyd,Freddie,5/13/2021,86,9,9.1
Parker,Camila,5/19/2021,88,10,10
Cameron,Kelvin,9/15/2022,100,9,9.9
Casey,Paul,12/6/2021,82,10,10
Douglas,Maria,3/25/2022,82,10,10
Ferguson,Andrew,12/31/2019,95,9,9.4
Harris,Samantha,10/3/2021,94,10,10
Holmes,Maximilian,5/10/2022,97,10,10
Turner,Sophia,5/12/2020,85,10,10
Casey,Isabella,2/25/2021,98,9,9.9
Campbell,Alisa,2/20/2022,91,8,8.8
Payne,Daisy,12/21/2021,84,9,9.1
Hamilton,Julia,11/9/2021,96,8,8.5
Ferguson,Stella,9/7/2020,93,9,9.6
Edwards,Abigail,8/12/2021,86,9,9.1
West,Kelsey,2/24/2020,80,9,9.1
Baker,Jessica,5/13/2022,80,9,9.9
Fowler,Thomas,5/16/2022,90,9,9.2
Tucker,Adrianna,12/26/2019,83,8,8.8
Moore,Lydia,3/6/2022,81,8,8.6
Carter,Nicole,11/24/2020,87,9,9.2
Walker,Antony,3/27/2022,82,8,8.1
Andrews,Edwin,1/1/2020,82,10,10
Hawkins,Steven,8/3/2021,83,9,9.8
Holmes,Oliver,3/11/2022,91,10,10
Wright,Melissa,3/10/2022,94,10,10
Morris,Michelle,2/8/2021,85,4,4.2
Harrison,William,2/27/2022,94,9,9
Sullivan,Lydia,8/16/2022,82,9,9.4
Nelson,Fenton,11/12/2021,90,8,8.6
Gray,Julia,4/16/2022,88,8,8.2
Ryan,Elian,3/25/2020,93,8,8.5
Andrews,John,3/21/2021,94,10,10
Nelson,Kellan,1/2/2021,90,9,9.8
Perkins,Samantha,8/14/2021,86,9,9.3
Barrett,Lenny,2/1/2020,88,10,10
Dixon,Joyce,4/25/2020,87,9,9
Ryan,Caroline,4/24/2020,93,8,8.6
Grant,Samantha,3/8/2022,97,9,9.1
Wilson,Dexter,10/1/2022,92,9,9
Perkins,Tyler,8/21/2020,99,9,9.1
Brown,Nicholas,2/4/2020,99,8,8.3
Carter,Edith,12/27/2021,84,10,10
Cunningham,Deanna,5/8/2020,88,9,9.2
Dixon,Natalie,11/21/2019,96,10,10
Gray,Justin,2/10/2022,95,9,9.7
Adams,Amy,1/1/2022,81,9,9.8
Henderson,Chelsea,4/19/2022,93,8,8.6
Ellis,Rafael,8/1/2022,100,9,9.3
Hill,Jared,4/4/2020,82,9,9
Carter,Ashton,9/28/2021,89,10,10
Ferguson,Audrey,11/15/2021,95,9,9.5
Wright,Clark,3/18/2020,88,9,9.2
Sullivan,Mike,4/19/2022,82,9,9
Barnes,Edwin,1/19/2022,100,10,10
Hamilton,Kelvin,2/11/2020,87,8,8.3
Kelly,Oliver,6/24/2021,81,9,9
Stevens,Stella,12/15/2020,92,8,8.6
Campbell,Chloe,5/17/2021,93,9,9.9
Ferguson,Camila,6/2/2022,85,9,9
Craig,Camila,1/27/2020,93,9,9.1
Ross,Caroline,7/27/2021,96,9,9.4
Mason,Sabrina,4/9/2021,89,10,10
Ross,Kimberly,7/8/2021,96,10,10
Davis,Miley,6/9/2021,81,10,10
Howard,Walter,11/12/2019,89,9,9.4
Foster,Naomi,12/31/2019,98,8,8
Jones,Alexander,4/19/2022,93,9,9.9
Walker,Kirsten,3/21/2022,84,9,9.5
Allen,Jessica,2/25/2022,97,10,10
Cameron,Eric,4/29/2022,86,10,10
Alexander,Julian,9/29/2020,95,9,9.4
Farrell,Belinda,8/18/2022,89,9,9.2
Walker,George,6/21/2022,85,0,0
Farrell,Emma,4/9/2021,94,9,9.1
Fowler,David,6/9/2020,90,9,9.3
Kelley,Reid,2/29/2020,84,9,9.2
Robinson,Rosie,8/1/2021,84,8,8.6
Campbell,Kate,6/30/2020,81,10,10
Tucker,Kellan,12/30/2021,87,9,9.1
Foster,Tony,8/30/2022,95,10,10
Walker,Arianna,5/2/2022,91,9,9.4
Casey,Brad,12/30/2019,84,9,9.6
Robinson,Brianna,11/2/2019,94,9,9.1
Harrison,Sam,5/31/2021,83,9,9
Wright,Samantha,4/28/2022,95,10,10
Robinson,Melanie,9/19/2020,87,7,7.6
Barrett,Charlotte,1/19/2022,94,9,9.7
Cunningham,Elian,3/22/2021,82,9,9.2
Phillips,Arnold,5/26/2021,86,9,9.8
Miller,Chester,5/22/2021,86,8,8.1
Taylor,Camila,3/7/2022,81,8,8.4
Tucker,Adele,4/16/2021,87,9,9.1
Morris,Vincent,6/14/2020,100,9,9.7
Richards,Rosie,8/12/2022,85,8,8
Harris,Wilson,10/22/2020,95,9,9.7
Clark,Sofia,12/2/2019,89,9,9
Wells,Patrick,5/8/2020,82,8,8
Foster,Walter,3/2/2020,93,8,8.9
Evans,Patrick,5/27/2021,90,8,8.6
Morgan,Wilson,5/19/2020,98,10,10
Carroll,Abraham,12/24/2021,86,10,10
Barrett,Florrie,4/21/2022,81,9,9.9
Harris,Lydia,8/17/2021,85,9,9.1
Cameron,Victor,8/31/2021,86,9,9.9
Brooks,Frederick,9/3/2020,91,10,10
Kelley,Daryl,1/27/2022,98,9,9.8
Grant,Savana,3/17/2021,85,9,9.4
Gray,Natalie,9/26/2021,92,9,9.5
Montgomery,Elian,4/10/2022,95,9,9.6
Wright,Alexander,12/11/2021,97,9,9.5
Crawford,Savana,2/3/2022,81,10,10
Phillips,Joyce,2/2/2020,92,8,8
Ferguson,Owen,6/7/2022,85,9,9.5
Ryan,November,11/8/2021,89,8,8.9
Anderson,Kirsten,7/31/2020,100,10,10
Sullivan,Chelsea,7/6/2020,84,9,9
Thomas,Brianna,1/3/2022,100,10,10
Johnston,Ted,4/9/2021,84,9,9.5
Moore,Henry,11/28/2019,90,8,8.4
Watson,Lily,9/30/2022,93,0,0.3
Warren,Kellan,12/25/2019,94,8,8.6
Hall,Ned,10/27/2021,96,8,8.7
Miller,Wilson,2/10/2020,96,9,9.8
Armstrong,Michael,1/10/2020,100,9,9.1
Phillips,Ryan,5/20/2022,97,6,6.9
Mitchell,Sienna,7/29/2021,99,9,9.7
Taylor,Daryl,5/11/2021,94,8,8.3
Wright,Ashton,3/11/2021,81,9,9
Scott,Carlos,12/27/2021,80,9,9.7
Evans,Lucia,12/31/2020,93,9,9.4
Mason,Fenton,11/22/2020,88,10,10
Jones,Nicholas,3/16/2021,83,10,10
Allen,Mary,12/10/2021,81,9,9.9
Farrell,Justin,9/17/2020,87,9,9.6
Murray,Aida,2/4/2020,91,9,9.8
Morrison,Amanda,5/3/2020,93,9,9.4
Nelson,Frederick,8/5/2020,92,9,9
Spencer,Emma,7/11/2022,83,9,9.5
Douglas,Rafael,8/8/2020,86,10,10
Lloyd,Amanda,11/2/2020,86,10,10
Ferguson,Abraham,7/8/2020,85,10,10
Cooper,Hailey,4/29/2022,99,9,9.3
West,Abraham,11/22/2019,92,10,10
Chapman,Ada,3/16/2021,94,10,10
Carter,Daryl,3/19/2022,86,9,9.5
Hunt,Elian,12/27/2019,98,9,9.8
Murray,Amy,11/22/2020,83,9,9.5
Watson,Roman,8/9/2022,88,9,9.6
Johnson,Belinda,12/22/2021,99,8,8.6
Morgan,Tyler,10/14/2021,97,9,9.4
Thompson,Tara,11/19/2020,80,9,9
Gray,Kristian,4/3/2021,97,0,0.1
Taylor,Melanie,6/28/2022,92,9,9.5
West,November,7/11/2020,85,9,9.5
Douglas,Alexia,1/11/2020,98,10,10
Hawkins,Ashton,10/11/2021,99,9,9.5
Phillips,Nicholas,4/8/2022,95,9,9.2
Gibson,November,9/16/2022,81,8,8.3
Howard,Darcy,1/18/2021,80,0,0.9
Montgomery,Byron,4/26/2021,84,9,9.6
Cunningham,Dainton,11/5/2021,90,10,10
Harris,Chester,3/12/2020,88,0,0
Thomas,Myra,12/15/2020,97,9,9.1
Ross,Luke,8/16/2021,96,10,10
Thomas,Anna,9/25/2022,99,9,9.7
Wells,Rubie,9/20/2021,89,9,9.9
Cameron,Vincent,1/26/2021,87,9,9.9
Barnes,Lana,2/25/2020,96,10,10
Barnes,Kelvin,1/20/2021,99,9,9.9
Davis,Kate,1/2/2020,80,9,9.2
Grant,Miller,6/26/2021,85,9,9.2
Tucker,Dexter,6/28/2020,82,9,9.1
Elliott,Annabella,6/25/2021,86,8,8.5
Kelley,Dexter,8/17/2022,95,0,0.1
Anderson,Rosie,8/1/2021,97,9,9.5
Riley,James,1/28/2022,91,8,8.5
Johnson,Lucy,9/28/2021,89,9,9.4
Owens,Adrianna,1/28/2020,89,8,8.8
Cameron,Jacob,1/25/2021,100,9,9.5
Walker,Chester,4/13/2020,84,9,9.3
Tucker,Tara,5/18/2021,98,8,8.9
Thomas,George,1/27/2022,83,9,9.8
Hall,Evelyn,11/17/2019,92,8,8.6
Andrews,Ted,8/24/2022,84,9,9
Perry,Andrew,5/23/2022,97,9,9.2
Richardson,Sam,6/26/2020,86,9,9.1
Wells,Victoria,2/17/2021,86,9,9.7
Brooks,Rebecca,3/8/2020,95,10,10
Farrell,Vanessa,8/20/2020,86,9,9.7
Reed,Blake,7/5/2020,84,9,9.4
Tucker,Victoria,11/30/2019,97,8,8.9
Morris,Steven,9/19/2022,87,8,8.7
Bailey,Briony,7/14/2021,81,10,10
Hill,Daisy,3/19/2020,91,8,8.4
Ellis,Alford,11/17/2019,95,9,9
Hawkins,Adison,6/22/2021,99,10,10
Howard,Sawyer,2/1/2020,91,9,9.6
Craig,Jessica,6/20/2022,87,9,9.9
Kelly,Melissa,5/19/2020,89,10,10
Lloyd,Freddie,8/28/2022,91,9,9.7
Parker,Camila,4/1/2020,92,9,9.3
Cameron,Kelvin,11/15/2020,91,9,9.4
Casey,Paul,10/18/2020,94,9,9.5
Douglas,Maria,5/31/2020,93,8,8.2
Ferguson,Andrew,6/30/2020,94,8,8.1
Harris,Samantha,1/25/2020,82,9,9.4
Holmes,Maximilian,5/12/2022,85,8,8.1
Turner,Sophia,3/18/2022,93,9,9.7
Casey,Isabella,6/18/2022,92,0,0.5
Campbell,Alisa,4/13/2022,85,9,9.9
Payne,Daisy,4/13/2022,96,10,10
Hamilton,Julia,6/7/2022,93,9,9.6
Ferguson,Stella,1/25/2022,85,10,10
Edwards,Abigail,8/31/2021,100,9,9.8
West,Kelsey,12/7/2019,86,9,9.2
Baker,Jessica,3/11/2020,99,9,9.1
Fowler,Thomas,10/5/2020,81,10,10
Tucker,Adrianna,12/7/2020,95,8,8.1
Moore,Lydia,9/6/2020,80,9,9.9
Carter,Nicole,11/23/2020,93,8,8.6
Walker,Antony,5/29/2021,80,8,8
Andrews,Edwin,9/5/2021,83,7,7.2
Hawkins,Steven,7/5/2022,82,8,8.6
Holmes,Oliver,7/3/2020,87,9,9.6
Wright,Melissa,5/1/2020,100,8,8
Morris,Michelle,4/26/2020,99,8,8.8
Harrison,William,12/22/2021,97,8,8.3
Sullivan,Lydia,12/16/2021,85,8,8.2
Nelson,Fenton,6/17/2022,98,9,9.6
Gray,Julia,8/21/2021,94,9,9.1
Ryan,Elian,3/6/2021,96,9,9.4
Andrews,John,7/16/2022,91,9,9.5
Nelson,Kellan,1/9/2020,88,9,9.5
Perkins,Samantha,10/13/2021,96,9,9.4
Barrett,Lenny,11/16/2019,91,9,9.2
Dixon,Joyce,4/7/2022,90,0,0.7
Ryan,Caroline,3/14/2020,90,0,0.9
Grant,Samantha,7/2/2020,93,0,0.3
Wilson,Dexter,4/28/2022,91,10,10
Perkins,Tyler,7/6/2021,86,10,10
Brown,Nicholas,2/22/2022,90,9,9.5
Carter,Edith,12/21/2020,94,9,9
Cunningham,Deanna,10/2/2021,99,9,9.6
Dixon,Natalie,5/24/2022,99,10,10
Gray,Justin,10/18/2021,89,8,8.8
Adams,Amy,6/15/2021,91,9,9.5
Henderson,Chelsea,4/24/2021,87,9,9.7
Ellis,Rafael,8/8/2021,85,8,8.2
Hill,Jared,9/19/2020,82,9,9.5
Carter,Ashton,12/2/2020,94,0,0.8
Ferguson,Audrey,4/18/2020,91,8,8.3
Wright,Clark,5/4/2022,80,10,10
Sullivan,Mike,8/21/2021,93,9,9.6
Barnes,Edwin,5/15/2021,94,9,9.1
Hamilton,Kelvin,8/3/2020,80,8,8.8
Kelly,Oliver,9/12/2021,82,9,9
Stevens,Stella,9/22/2020,81,10,10
Campbell,Chloe,1/14/2021,94,9,9.3
Ferguson,Camila,1/3/2020,86,9,9.6
Craig,Camila,12/20/2021,97,9,9.9
Ross,Caroline,9/10/2022,97,9,9.8
Mason,Sabrina,1/1/2020,99,9,9.4
Ross,Kimberly,12/5/2021,82,9,9.7
Davis,Miley,11/25/2021,96,9,9.6
Howard,Walter,1/27/2022,87,9,9.2
Foster,Naomi,11/12/2020,93,9,9.8
Jones,Alexander,12/3/2020,80,8,8.9
Walker,Kirsten,12/31/2020,84,10,10
Allen,Jessica,2/7/2022,85,9,9.2
Cameron,Eric,5/12/2022,92,9,9.7
Alexander,Julian,8/24/2022,93,8,8.7
Farrell,Belinda,11/5/2020,84,0,0.9
Walker,George,4/2/2022,97,7,7.5
Farrell,Emma,9/6/2022,91,9,9.5
Fowler,David,5/12/2020,93,9,9.5
Kelley,Reid,5/23/2022,100,8,8.6
Robinson,Rosie,11/10/2019,89,9,9.5
Campbell,Kate,3/18/2020,90,9,9.8
Tucker,Kellan,1/17/2020,96,9,9.2
Foster,Tony,4/17/2021,82,9,9.4
Walker,Arianna,7/10/2022,90,9,9.9
Casey,Brad,8/29/2020,82,9,9.1
Robinson,Brianna,4/25/2021,94,9,9.7
Harrison,Sam,8/6/2020,85,10,10
Wright,Samantha,6/13/2022,80,9,9.2
Robinson,Melanie,1/31/2021,85,8,8.7
Barrett,Charlotte,5/1/2020,91,9,9.1
Cunningham,Elian,5/6/2021,85,8,8
Phillips,Arnold,1/25/2020,97,8,8.3
Miller,Chester,8/7/2020,95,9,9.4
Taylor,Camila,2/13/2022,86,10,10
Tucker,Adele,12/7/2020,90,9,9.3
Morris,Vincent,1/30/2020,82,9,9.9
Richards,Rosie,9/4/2021,80,9,9.7
Harris,Wilson,8/15/2022,86,8,8.5
Clark,Sofia,11/28/2021,91,9,9.7
Wells,Patrick,1/2/2022,83,9,9.3
Foster,Walter,12/11/2020,95,8,8.9
Evans,Patrick,4/3/2021,86,9,9.8
Morgan,Wilson,5/6/2020,95,9,9.5
Carroll,Abraham,10/25/2021,84,10,10
Barrett,Florrie,9/24/2021,96,7,7.3
Harris,Lydia,6/30/2022,99,9,9.3
Cameron,Victor,6/11/2020,86,9,9.2
Brooks,Frederick,6/3/2021,87,9,9.7
Kelley,Daryl,1/2/2021,93,10,10
Grant,Savana,3/5/2022,94,9,9.4
Gray,Natalie,9/9/2020,96,10,10
Montgomery,Elian,7/6/2020,93,9,9.9
Wright,Alexander,8/7/2020,80,2,2.8
Crawford,Savana,10/26/2021,100,6,6.9
Phillips,Joyce,2/24/2020,89,8,8.5
Ferguson,Owen,5/19/2022,85,9,9.4
Ryan,December,9/17/2020,86,9,9.6
Anderson,Kirsten,11/23/2020,90,9,9
Sullivan,Chelsea,11/11/2020,91,9,9.7
Thomas,Brianna,3/21/2020,82,7,7.7
Johnston,Ted,12/31/2020,94,9,9.7
Moore,Henry,8/11/2020,84,9,9.6
Watson,Lily,4/4/2020,87,9,9.7
Warren,Kellan,6/28/2020,98,9,9.1
Hall,Ned,11/10/2020,87,6,6.7
Miller,Wilson,1/31/2021,92,9,9.1
Armstrong,Michael,6/2/2022,89,10,10
Phillips,Ryan,9/17/2022,88,9,9.6
Mitchell,Sienna,7/12/2021,100,9,9.7
Taylor,Daryl,1/14/2020,89,10,10
Wright,Ashton,12/28/2020,91,9,9.8
Scott,Carlos,8/13/2021,89,10,10
Evans,Lucia,10/2/2021,97,9,9.6
Mason,Fenton,12/27/2019,96,10,10
Jones,Nicholas,9/13/2022,82,10,10
Allen,Mary,7/8/2022,88,10,10
Farrell,Justin,2/15/2021,81,0,0.7
Murray,Aida,7/7/2022,90,8,8
Morrison,Amanda,12/12/2021,100,9,9.5
Nelson,Frederick,5/18/2021,87,8,8.8
Spencer,Emma,11/16/2021,98,6,6.1
Douglas,Rafael,2/26/2020,80,9,9.3
Lloyd,Amanda,12/9/2019,100,10,10
Ferguson,Abraham,7/25/2022,88,10,10
Cooper,Hailey,4/30/2021,98,0,0.2
